video,annotation,translation
112/P13_S112_00.mp4,Я обожаю кофе,Я обожаю кофе
112/P13_S112_01.mp4,Я обожаю кофе,Я обожаю кофе
112/P13_S112_02.mp4,Я обожаю кофе,Я обожаю кофе
112/P13_S112_03.mp4,Я обожаю кофе,Я обожаю кофе
112/P13_S112_04.mp4,Я обожаю кофе,Я обожаю кофе
113/P13_S113_00.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
113/P13_S113_01.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
113/P13_S113_02.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
113/P13_S113_03.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
113/P13_S113_04.mp4,Я не пью кофе но люблю чай,Я не пью кофе но люблю чай
114/P13_S114_00.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
114/P13_S114_01.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
114/P13_S114_02.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
114/P13_S114_03.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
114/P13_S114_04.mp4,Пойдем воздух прогулка,Пойдем прогуляемся
115/P13_S115_00.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
115/P13_S115_01.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
115/P13_S115_02.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
115/P13_S115_03.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
115/P13_S115_04.mp4,Хочешь вдвоем прогулка,Хочешь вдвоем пройтись
116/P13_S116_00.mp4,Давай пить кофе,Давай пить кофе
116/P13_S116_01.mp4,Давай пить кофе,Давай пить кофе
116/P13_S116_02.mp4,Давай пить кофе,Давай пить кофе
116/P13_S116_03.mp4,Давай пить кофе,Давай пить кофе
116/P13_S116_04.mp4,Давай пить кофе,Давай пить кофе
117/P13_S117_00.mp4,Пойдем пить чай,Пойдем пить чай
117/P13_S117_01.mp4,Пойдем пить чай,Пойдем пить чай
117/P13_S117_02.mp4,Пойдем пить чай,Пойдем пить чай
117/P13_S117_03.mp4,Пойдем пить чай,Пойдем пить чай
117/P13_S117_04.mp4,Пойдем пить чай,Пойдем пить чай
118/P13_S118_00.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
118/P13_S118_01.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
118/P13_S118_02.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
118/P13_S118_03.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
118/P13_S118_04.mp4,Приглашаю тебя к себе домой,Приглашаю тебя к себе домой
119/P13_S119_00.mp4,Мне надо домой,Мне надо домой
119/P13_S119_01.mp4,Мне надо домой,Мне надо домой
119/P13_S119_02.mp4,Мне надо домой,Мне надо домой
119/P13_S119_03.mp4,Мне надо домой,Мне надо домой
119/P13_S119_04.mp4,Мне надо домой,Мне надо домой
120/P13_S120_00.mp4,Ты голоден,Ты голоден
120/P13_S120_01.mp4,Ты голоден,Ты голоден
120/P13_S120_02.mp4,Ты голоден,Ты голоден
120/P13_S120_03.mp4,Ты голоден,Ты голоден
120/P13_S120_04.mp4,Ты голоден,Ты голоден
121/P13_S121_00.mp4,Я хочу есть,Я хочу есть
121/P13_S121_01.mp4,Я хочу есть,Я хочу есть
121/P13_S121_02.mp4,Я хочу есть,Я хочу есть
121/P13_S121_03.mp4,Я хочу есть,Я хочу есть
121/P13_S121_04.mp4,Я хочу есть,Я хочу есть
122/P13_S122_00.mp4,Я хочу спать,Я хочу спать
122/P13_S122_01.mp4,Я хочу спать,Я хочу спать
122/P13_S122_02.mp4,Я хочу спать,Я хочу спать
122/P13_S122_03.mp4,Я хочу спать,Я хочу спать
122/P13_S122_04.mp4,Я хочу спать,Я хочу спать
123/P13_S123_00.mp4,Ты любишь рыбу,Ты любишь рыбу
123/P13_S123_01.mp4,Ты любишь рыбу,Ты любишь рыбу
123/P13_S123_02.mp4,Ты любишь рыбу,Ты любишь рыбу
123/P13_S123_03.mp4,Ты любишь рыбу,Ты любишь рыбу
123/P13_S123_04.mp4,Ты любишь рыбу,Ты любишь рыбу
124/P13_S124_00.mp4,Ты ешь свинину,Ты ешь свинину
124/P13_S124_01.mp4,Ты ешь свинину,Ты ешь свинину
124/P13_S124_02.mp4,Ты ешь свинину,Ты ешь свинину
124/P13_S124_03.mp4,Ты ешь свинину,Ты ешь свинину
124/P13_S124_04.mp4,Ты ешь свинину,Ты ешь свинину
125/P13_S125_00.mp4,Да я ем все,Да я ем все
125/P13_S125_01.mp4,Да я ем все,Да я ем все
125/P13_S125_02.mp4,Да я ем все,Да я ем все
125/P13_S125_03.mp4,Да я ем все,Да я ем все
125/P13_S125_04.mp4,Да я ем все,Да я ем все
126/P13_S126_00.mp4,Нет я не ем рыбу,Нет я не ем рыбу
126/P13_S126_01.mp4,Нет я не ем рыбу,Нет я не ем рыбу
126/P13_S126_02.mp4,Нет я не ем рыбу,Нет я не ем рыбу
126/P13_S126_03.mp4,Нет я не ем рыбу,Нет я не ем рыбу
126/P13_S126_04.mp4,Нет я не ем рыбу,Нет я не ем рыбу
127/P13_S127_00.mp4,Я всегда с радостью,Я всегда с радостью
127/P13_S127_01.mp4,Я всегда с радостью,Я всегда с радостью
127/P13_S127_02.mp4,Я всегда с радостью,Я всегда с радостью
127/P13_S127_03.mp4,Я всегда с радостью,Я всегда с радостью
127/P13_S127_04.mp4,Я всегда с радостью,Я всегда с радостью
128/P13_S128_00.mp4,Я с удовольствием приду в следующий раз,Я с удовольствием приду в следующий раз
